Total population,White alone,Black alone,American Indian alone,Asian alone,Hawaiian alone,Hispanic,Other alone,Two or more,Census Tract,Poverty
4218,2186,79,0,317,0,1545,0,91,6019005405,980
2352,1097,249,22,201,35,665,0,83,6019005408,558
5233,3379,56,0,404,0,1277,0,117,6019005702,1399
4596,1024,42,42,105,0,3329,10,44,6019007600,1632
5242,2310,77,14,84,0,2725,0,32,6019008000,1187
8802,961,0,0,2,0,7839,0,0,6019008401,3301
5037,2973,257,1,598,2,1154,0,52,6019004406,551
7471,1842,1385,0,506,0,3608,0,130,6019004701,2714
3220,460,168,0,651,0,1908,0,33,6019005202,1343
5315,1462,269,159,509,0,2725,0,191,6019005304,2235
4151,2264,16,5,141,0,1643,0,82,6059075805,939
6139,3026,75,0,245,0,2700,32,61,6059075806,1084
3952,1795,9,21,402,0,1649,0,76,6059075807,521
3377,2212,0,7,179,0,904,0,75,6059075808,248
2887,2072,11,0,315,0,387,26,76,6059075809,212
6492,2578,64,0,448,37,3210,34,121,6059075812,1182
2920,1483,34,0,800,14,449,0,140,6059075814,320
9904,3873,366,0,1561,0,3717,0,387,6059076101,1629
7886,3509,89,7,1705,0,2487,0,89,6059076201,747
5461,2795,65,19,604,14,1834,6,124,6059076208,898
4890,1404,79,0,582,36,2688,10,91,6059086304,1128
4104,1335,74,0,816,38,1835,0,6,6059086305,363
7864,1044,216,120,870,0,5467,0,147,6059086702,1817
5600,2024,242,0,1531,0,1726,0,77,6059086902,830
7688,1852,416,27,1722,83,3417,17,154,6059087002,1058
4993,1020,62,1,1185,0,2590,12,123,6059087401,288
4158,187,0,0,154,0,3817,0,0,6059087404,1472
7448,343,42,29,868,227,5904,0,35,6059087504,2699
4786,2031,227,0,0,0,2481,0,47,6071010012,1107
6101,1965,61,0,13,33,4003,0,26,6071010015,1745
7059,2922,517,0,945,0,2362,192,121,6071000109,868
4512,1133,7,0,10,0,3349,0,13,6065040402,644
7191,1459,35,12,83,0,5534,0,68,6065040501,1753
3094,501,352,2,310,2,1903,12,12,6065042514,1043
2332,250,256,0,64,0,1650,0,112,6065042404,873
3670,202,201,0,30,7,3230,0,0,6065042505,1569
5520,431,640,3,408,152,3803,0,83,6065042510,1584
3457,421,698,10,133,0,2150,2,43,6065042518,616
1861,152,215,9,7,0,1417,0,61,6065042519,561
5492,2086,0,0,32,179,3045,0,150,6065042720,994
5422,899,252,0,104,26,4068,8,65,6065043006,1783
3915,1860,12,73,13,5,1753,0,199,6065043314,749
2999,1549,20,22,0,0,1325,0,83,6065043315,594
2225,1649,0,24,10,0,512,0,30,6065044806,1765
6866,2988,410,293,416,0,2709,0,50,6065043807,1662
3388,604,142,216,213,0,2184,0,29,6065044101,3098
6551,1330,760,374,306,0,3615,28,138,6065044200,595
1517,1037,31,0,111,6,332,0,0,6065044807,303
5653,386,0,0,31,19,5217,0,0,6065044907,2336
6321,637,380,11,103,21,5134,0,35,6065030400,1624
5655,913,123,0,31,13,4556,0,19,6065045209,1587
3828,451,30,0,37,0,3248,47,15,6065045502,1561
2644,0,0,0,0,0,2644,0,0,6065045704,1272
9382,90,22,17,43,0,9210,0,0,6065045705,4154
3845,1077,291,16,608,26,1820,0,7,6019005305,1454
5709,3603,58,0,864,0,1007,0,177,6019005503,418
4978,2855,208,0,615,0,1216,0,84,6019005510,994
2996,1926,76,32,333,0,570,7,52,6019005513,90
6380,1826,256,254,173,49,3641,43,138,6019008100,1617
2506,1516,108,0,124,0,713,0,45,6019004602,211
5375,2065,533,0,705,0,2038,0,34,6019005302,2306
4592,1297,503,0,669,0,1871,26,226,6019005403,2292
5597,2835,123,1,594,0,1859,0,185,6019005507,665
1604,1129,9,0,54,0,390,0,22,6019005605,30
6670,1928,149,0,202,0,4139,0,252,6019006700,1476
7974,4130,5,2,224,0,3211,0,402,6019007201,1653
5275,2137,29,29,198,0,2654,39,189,6019007202,899
5287,1202,8,0,174,0,3787,13,103,6019007500,1694
1663,1034,18,41,172,0,352,30,16,6019005515,181
5961,1441,588,6,807,0,3063,0,56,6019005301,1574
3354,1714,105,0,369,11,1010,0,145,6019005407,476
5185,3046,37,0,564,0,1297,36,205,6019005512,271
4960,3191,100,147,371,0,1005,0,146,6019005602,1235
3601,1744,74,7,395,0,1279,7,95,6019005701,682
4221,316,19,27,1221,7,2618,0,13,6019002502,2942
3758,470,221,0,184,0,2822,0,61,6019002602,1277
6113,1426,24,0,1,0,4620,33,9,6019003900,1848
4840,2358,333,57,795,0,1242,0,55,6019005802,411
3488,348,0,0,85,0,2986,0,69,6019006900,1929
3385,954,0,0,0,0,2399,0,32,6019007400,1283
5807,1469,39,7,2,0,4228,0,62,6019007700,2124
6607,1067,724,52,500,0,4044,0,220,6019002000,3960
5082,3198,71,14,411,0,1388,0,0,6019004302,444
5862,4332,91,13,568,45,562,0,251,6059032044,302
3274,2504,15,0,209,0,418,0,128,6059032045,119
5795,4739,15,0,464,0,481,22,74,6059032046,296
5512,3644,318,0,409,0,925,0,216,6059032048,410
5117,1775,153,0,631,0,2431,7,120,6075022803,580
8396,5497,334,0,1092,0,1242,0,231,6059032053,832
5209,3544,0,0,134,0,1333,0,198,6059042108,370
3447,2889,0,0,138,25,252,0,143,6059042305,459
2843,131,288,0,1443,115,722,14,130,6075026404,710
2516,1301,18,0,639,0,366,16,176,6075030600,198
3520,1670,68,7,1228,0,426,0,121,6075031000,216
4483,1342,353,0,1024,22,1467,13,262,6075033201,961
4778,2574,295,0,1385,0,316,37,171,6075011100,662
1768,556,55,0,834,0,233,50,40,6075011700,339
7635,3268,71,0,831,39,3041,0,385,6013327000,893
2314,1254,98,0,484,0,348,0,130,6013328000,587
6167,3014,289,0,444,0,2204,0,216,6013329000,238
8955,5100,108,11,961,0,2171,0,604,6013332000,1128
5937,4075,97,7,821,5,654,0,278,6013340001,861
3836,2868,7,23,431,48,187,0,272,6013343003,80
4914,2968,249,0,1061,0,404,34,198,6013345103,264
6616,4772,1,11,856,16,641,0,319,6013345105,344
7506,3683,255,0,2767,0,371,0,430,6013345108,376
7446,6525,55,0,469,0,296,0,101,6013346201,408
5100,4004,27,6,662,0,201,0,200,6013348000,164
8585,6049,230,15,687,0,1010,20,574,6013355304,316
5438,2005,464,9,1567,0,871,10,512,6013356002,233
4907,816,567,0,2427,156,709,45,187,6013359204,274
5739,270,600,0,522,14,4256,0,77,6013365002,1739
6342,339,556,7,917,39,4356,19,109,6013366002,970
5727,512,885,0,1225,176,2791,0,138,6013367200,1456
7336,888,833,0,1792,2,3721,16,84,6013369001,2049
4248,127,554,22,443,0,3062,0,40,6013373000,769
7040,707,1054,69,986,148,3980,13,83,6013377000,2557
1254,647,32,3,482,0,60,0,30,6013385200,90
2532,1295,64,27,717,0,285,26,118,6013388000,129
2749,1928,49,0,316,0,280,0,176,6013391000,220
2666,1937,43,0,340,0,135,0,211,6013392000,233
4893,959,883,0,369,0,2479,60,143,6013374000,1481
6831,189,1765,8,161,0,4157,121,430,6013379000,2183
6632,383,1665,0,409,3,3775,134,263,6013381000,1981
7809,695,3209,10,939,235,2404,0,317,6013382000,2522
4755,2344,478,7,1144,0,636,69,77,6013383000,609
3872,2122,348,8,650,11,344,0,389,6013384000,356
7055,1555,865,11,929,132,2892,0,671,6013313101,1719
3429,1910,157,0,303,0,876,0,183,6013335000,350
6740,1928,622,3,1715,125,1997,0,350,6067009317,867
1859,554,412,0,127,0,564,61,141,6067009110,678
4145,2772,63,4,234,0,823,0,249,6067008913,755
3232,1674,216,111,283,52,676,0,220,6067009005,662
2608,996,352,0,262,156,637,13,192,6067009007,982
6170,1747,958,46,1758,127,1172,0,362,6067009314,1471
5647,3635,131,150,325,0,1240,0,166,6067009404,454
2772,969,23,0,45,0,1645,10,80,6067009501,795
7517,1543,1714,0,1397,458,1949,0,456,6067009606,2085
8585,1357,1630,44,3467,86,1605,26,370,6067009608,2643
8023,2675,1149,0,1535,11,1999,0,654,6067009615,322
2777,1252,145,0,539,0,699,12,130,6067003502,429
5960,811,1355,0,851,0,2654,34,255,6067004201,1620
2873,540,196,6,1259,14,704,52,102,6037291300,144
2545,71,126,0,53,0,2217,0,78,6037294120,992
3779,124,65,0,39,0,3551,0,0,6037294520,979
3631,9,29,0,54,0,3539,0,0,6037294820,1351
4405,379,747,0,290,0,2914,7,68,6037296220,2294
2370,1263,90,0,72,12,778,15,140,6037297300,162
9129,4733,134,0,3092,50,1033,0,87,6037300600,1119
6193,4139,47,21,1439,0,236,0,311,6037300901,320
7165,5297,51,0,696,0,742,0,379,6037301100,1016
5363,3227,0,0,634,0,1475,3,24,6037302202,1815
5782,2126,56,0,784,0,2735,0,81,6037302302,1175
3883,2019,72,0,676,0,1043,0,73,6037311300,462
0,0,0,0,0,0,0,0,0,6037320000,0
3616,982,91,8,816,0,1671,0,48,6037400604,963
5295,2183,240,23,592,0,2061,0,196,6037401203,537
6184,2706,145,7,403,10,2791,8,114,6037401500,670
6071,2520,280,0,241,0,2834,0,196,6037401602,999
4314,2516,47,4,329,4,1359,0,55,6037101110,992
6726,3659,87,0,425,0,2368,52,135,6037103200,1342
3647,374,502,0,265,0,2485,8,13,6037104103,318
3222,1717,1,0,773,30,511,0,190,6037106603,223
3677,1823,159,14,1337,0,276,0,68,6037108102,438
4938,1138,132,0,511,0,3034,42,81,6037109601,319
4568,1385,796,0,415,0,1931,0,41,6037109700,527
3485,1784,45,0,541,0,1082,0,33,6037111201,243
4358,2543,94,0,776,0,758,0,187,6037113232,237
6385,2105,284,26,1133,0,2669,0,168,6037113422,1011
5328,1787,392,0,787,0,2090,0,272,6037115202,897
5390,2836,474,139,248,20,1579,0,94,6037901102,696
1431,36,5,0,80,0,1310,0,0,6037530602,218
3122,71,103,9,59,16,2864,0,0,6037532605,1519
5199,558,346,11,965,0,3288,0,31,6037551900,1342
5312,149,80,0,285,0,4798,0,0,6037535502,2172
4971,19,1529,0,0,0,3423,0,0,6037540600,824
6337,402,580,48,2563,154,2361,0,229,6037543802,255
3627,1005,215,0,471,0,1936,0,0,6037554001,490
4457,69,508,0,64,0,3788,6,22,6037602003,1196
5310,623,493,0,150,69,3903,0,72,6037553902,1527
3771,264,425,141,24,0,2711,5,201,6037910402,1943
3824,2181,121,0,315,1,1034,0,172,6037920331,307
4673,3407,325,11,333,0,393,0,204,6037138000,473
4666,1457,136,0,1159,62,1650,24,178,6037181600,393
2968,328,6,0,278,16,2273,0,67,6037187200,474
3423,589,21,0,468,0,2275,0,70,6037191420,612
5600,2393,92,0,1030,25,1880,0,180,6037195500,346
4428,81,4,20,14,0,4282,0,27,6111003201,1620
9437,1376,133,220,143,0,7476,0,89,6111003300,1886
6753,250,397,0,123,0,5983,0,0,6111003700,2069
7272,252,181,0,363,0,6452,0,24,6111003900,1972
3723,2728,68,0,283,0,490,0,154,6111005909,343
3497,2402,69,0,229,0,712,0,85,6111005911,211
4215,1387,115,0,777,0,1885,25,26,6111007800,705
5143,2587,3,0,111,15,2374,0,53,6111008002,585
3098,2016,1,20,245,0,795,0,21,6111008101,359
6613,5314,0,9,233,0,829,0,228,6111005901,192
4298,2310,473,31,337,0,722,75,350,6111005503,456
10226,5750,90,0,1145,0,2900,0,341,6111005600,929
6574,5025,55,55,448,0,780,0,211,6111005906,347
6466,4620,93,0,442,31,999,0,281,6111006400,459
3107,1921,40,0,485,0,526,27,108,6085509700,176
1941,1174,0,0,571,0,86,11,99,6085509901,74
4296,2723,24,0,1203,0,147,16,183,6085510300,173
5390,2374,172,0,798,0,1715,0,331,6085502909,389
5499,1346,355,27,1138,0,2501,0,132,6085512023,570
4480,1764,38,19,1329,0,1259,0,71,6085504202,164
4266,1507,177,0,1449,49,869,0,215,6085505302,239
4042,2127,60,2,1010,144,519,0,180,6085506603,265
7832,1781,0,0,5521,0,228,0,302,6085508001,513
6672,3745,29,0,2217,0,306,0,375,6085510001,269
4805,2295,175,0,1255,0,954,0,126,6085506000,418
3625,1935,22,0,1143,0,166,51,308,6085510400,187
2474,1311,10,0,987,0,66,0,100,6085508303,98
3191,1417,11,0,1350,0,255,0,158,6085511905,117
8558,4462,197,0,1129,0,2061,49,660,6085512308,522
4658,444,46,0,2687,120,1260,0,101,6085503211,235
4218,219,86,0,1435,0,2440,6,32,6085503509,191
7318,636,26,0,5710,114,664,0,168,6085503326,23
279,119,8,0,147,0,5,0,0,6085504417,317
6611,2685,151,0,2334,0,1114,0,327,6085503115,400
2954,559,41,0,2013,15,234,0,92,6085504320,275
4245,1717,235,0,955,0,1046,0,292,6085505500,230
6154,1087,0,0,4521,0,341,58,147,6085507905,300
6737,3052,69,0,2813,77,304,27,395,6085511000,392
3269,21,802,0,0,0,2446,0,0,6037241110,1186
5849,2430,317,0,689,0,2107,0,306,6037920030,1011
4687,3516,94,18,155,0,777,0,127,6037910805,558
2131,1619,27,0,106,0,299,0,80,6037910809,136
2165,40,18,0,0,0,2107,0,0,6037535606,610
5499,332,13,0,27,0,5127,0,0,6037534202,2900
6209,10,0,0,7,0,6192,0,0,6037534900,1361
4931,37,527,0,5,0,4291,30,41,6037535102,1583
5627,30,0,0,76,0,5512,0,9,6037535701,920
3697,41,16,25,13,0,3602,0,0,6037536000,680
3281,718,47,0,0,18,2486,0,12,6037536102,620
7306,502,157,0,210,51,6386,0,0,6037536200,1950
2821,59,56,0,246,0,2460,0,0,6037209520,1304
2805,289,41,23,1420,0,918,50,64,6037211410,798
4049,1140,140,0,1614,0,989,0,166,6037211500,406
3539,124,212,31,1120,13,1971,18,50,6037212420,1285
3778,579,464,11,888,0,1626,12,198,6037212800,920
3000,227,243,0,1390,0,1128,0,12,6037213100,1024
4952,2950,645,4,669,36,461,17,170,6037216300,278
2810,97,536,6,78,0,2075,0,18,6037219800,935
4199,1763,290,0,1450,35,484,29,148,6037222700,351
2449,62,37,0,75,0,2270,5,0,6037224310,1217
2676,141,179,0,121,0,2210,0,25,6037224420,1397
4312,71,448,7,0,0,3738,0,48,6037228220,1845
3081,0,128,0,0,0,2953,0,0,6037228320,1369
3469,79,68,0,12,12,3298,0,0,6037228410,1568
3160,27,214,0,0,0,2919,0,0,6037228420,1512
5109,0,787,0,32,0,4290,0,0,6037228500,2078
2650,0,356,0,5,0,2289,0,0,6037228900,1554
4942,16,400,0,6,0,4512,0,8,6037229420,2199
4671,242,1014,0,232,0,3163,0,20,6037231220,1861
5095,10,1874,0,165,0,2933,35,78,6037231500,1347
6849,537,184,11,229,0,5803,0,85,6111004101,1537
1378,212,53,0,77,8,972,13,43,6111004704,246
4011,597,326,0,688,0,2288,0,112,6059075512,2161
5976,412,38,0,25,0,5437,0,64,6111000600,2181
6668,138,2,0,70,0,6458,0,0,6059074902,426
3414,1531,81,8,220,116,1377,7,74,6059075505,1217
4300,2802,85,14,620,0,626,0,153,6059075703,127
10574,3285,1068,17,1646,18,4099,18,423,6071002010,605
7996,1910,1260,0,550,0,3966,44,266,6071004504,1111
5116,913,399,39,72,0,3651,0,42,6071005300,1900
6914,995,847,34,361,0,4414,0,263,6071005400,3022
8934,852,1225,25,69,0,6661,0,102,6071005500,5614
6154,160,1058,0,215,73,4612,0,36,6071004202,2329
4019,343,172,0,44,35,3425,0,0,6071004401,1029
9962,1168,461,0,242,0,8053,0,38,6071006302,4689
4479,1908,429,54,204,0,1815,0,69,6071007404,702
7450,3992,885,0,909,0,1438,0,226,6071007901,649
1982,48,283,0,173,6,1348,0,124,6037203300,721
8666,1557,2887,51,276,53,3585,86,171,6037206020,91
4441,292,225,0,1820,17,1981,0,106,6037208610,965
4319,292,257,0,1384,74,2230,20,62,6037208620,1327
5734,265,476,0,675,0,4258,0,60,6037209102,2820
2744,772,157,0,1620,0,102,0,93,6037211701,455
2900,1613,277,0,480,3,459,0,68,6037135201,241
4992,3755,301,24,320,6,383,44,159,6037137000,324
4516,2786,343,7,277,0,910,0,193,6037137501,483
4845,1531,212,54,1849,0,950,0,249,6037651002,274
4834,3055,29,0,908,67,554,9,212,6037651201,149
3596,946,239,0,1850,0,472,0,89,6037651221,430
2763,1409,45,0,1046,7,151,0,105,6037670403,197
4767,2146,23,0,2097,0,361,0,140,6037670413,231
7076,3616,34,15,1377,127,1655,39,213,6037670701,392
6461,5035,122,0,308,0,664,0,332,6037700300,913
5238,3688,71,0,510,36,398,0,535,6037701501,662
3512,2056,246,16,275,2,637,16,264,6037701701,417
4387,2951,134,0,378,33,536,30,325,6037702201,502
3521,1899,37,0,520,0,702,0,363,6037702700,191
4978,2111,202,4,941,0,1608,0,112,6037702801,1010
6288,2298,1302,0,1446,0,779,58,405,6037703001,409
6704,1395,1174,0,397,0,3633,9,96,6037900504,1214
5765,1354,393,9,84,12,3815,23,75,6037900602,2323
4212,1285,1003,0,157,0,1650,0,117,6037900703,1399
4111,697,394,0,346,0,2548,18,108,6037408800,1449
5304,1339,366,13,757,9,2674,50,96,6037430101,1145
1092,566,8,0,375,0,135,0,8,6037430200,96
4204,60,0,0,0,9,4135,0,0,6037533902,198
4729,1477,186,0,2447,0,510,0,109,6037430400,549
4234,753,18,45,2184,41,1114,0,79,6037431400,2231
6869,463,46,0,0,0,6341,0,19,6037533603,1650
3344,64,7,0,16,0,3257,0,0,6037534203,1220
4188,47,10,7,30,0,4074,15,5,6037534405,1874
5102,84,5,0,0,0,4958,55,0,6037534501,1018
4362,105,0,0,12,0,4231,0,14,6037534700,656
3823,62,24,0,5,6,3719,0,7,6037535501,1223
5658,185,42,10,0,0,5421,0,0,6037535804,1778
7173,326,303,20,110,0,6410,4,0,6037540202,2685
4966,46,9,0,62,0,4849,0,0,6037540300,1089
6782,535,709,48,67,8,5380,14,21,6037540501,864
1186,37,650,0,129,0,370,0,0,6037541001,269
5056,36,1851,30,17,0,3043,47,32,6037542502,2347
3245,40,515,6,42,12,2630,0,0,6037542601,1553
6084,58,1278,0,0,0,4715,16,17,6037542602,1453
7590,218,5469,78,467,383,727,0,248,6037543322,647
5809,962,583,0,2303,53,1695,39,174,6037543503,715
1282,171,0,2,72,7,1030,0,0,6037550400,115
3655,284,297,0,314,13,2683,0,64,6037554101,1067
6231,871,264,0,4451,0,495,0,150,6037554512,433
2727,264,165,0,1866,0,261,0,171,6037554513,218
3053,230,33,0,341,0,2352,0,97,6037554801,779
6477,1345,220,0,2830,30,1748,27,277,6037554802,1033
3537,1991,101,0,423,0,950,22,50,6037555202,338
5796,94,102,0,382,0,5208,0,10,6037555211,2081
4849,567,205,0,323,0,3625,54,75,6037555212,1227
5262,2585,212,11,681,11,1646,25,91,6037570800,238
3606,120,34,0,368,5,3014,0,65,6037407002,665
4456,2569,0,7,744,0,1020,48,68,6037103102,491
4973,27,2,12,1,0,4908,11,12,6037531101,1539
1263,52,659,0,58,0,413,0,81,6037277400,375
5285,548,151,1,2857,0,1627,0,101,6037408212,907
4231,280,0,0,2938,0,1013,0,0,6037408626,458
5959,1318,120,0,3652,30,649,0,190,6037431800,829
4381,955,1206,0,175,0,1921,22,102,6037460302,452
2884,1671,232,0,474,0,333,58,116,6037463700,291
2979,1525,150,0,851,0,391,19,43,6037400205,94
1885,557,106,0,472,0,542,0,208,6037402404,0
1922,1091,86,0,592,0,114,0,39,6037108104,304
2960,1758,170,2,385,2,565,21,57,6037113301,281
4552,2007,90,23,538,11,1682,0,201,6037197410,371
3578,1181,159,2,564,0,1587,25,60,6037117303,1256
4240,1440,193,0,1001,12,1509,36,49,6037190510,1363
3747,214,75,0,746,0,2673,12,27,6037192620,543
3996,1086,434,0,129,0,2137,0,210,6037910201,872
1367,447,21,9,116,9,691,6,68,6037910205,399
5476,2776,172,0,288,0,1997,47,196,6037910302,409
6911,3901,103,24,427,22,2173,29,232,6037920020,557
5706,3780,111,0,419,0,1188,0,208,6037920015,158
2781,855,106,8,0,0,1721,0,91,6037920023,306
677,270,63,0,30,0,295,0,19,6037920033,167
1824,934,111,0,78,0,640,0,61,6037920039,72
3100,801,368,0,393,0,1387,33,118,6037920041,433
5243,772,880,2,76,19,3010,14,470,6037920200,0
1616,736,28,0,219,0,520,5,108,6037920303,239
2919,1908,150,0,63,0,589,0,209,6037920322,265
6713,1121,721,0,126,0,4632,40,73,6037910603,2183
11788,1328,900,0,386,0,8983,0,191,6037910705,2480
7271,3124,340,44,918,0,2476,10,359,6037920028,374
3641,1979,153,0,465,0,887,0,157,6037920032,128
3582,1540,65,14,383,0,1371,6,203,6037920034,495
4966,3099,199,18,389,0,1077,9,175,6037920312,435
5071,3158,61,0,671,22,1004,10,145,6037920330,307
419,271,30,0,0,0,113,0,5,6037930200,159
7231,114,213,0,57,0,6832,15,0,6037540000,1608
4853,24,2425,0,0,0,2326,0,78,6037540902,1041
6094,28,578,0,0,0,5478,0,10,6037541500,1973
4630,31,1461,0,67,0,2953,0,118,6037542401,1704
4024,112,1427,6,0,0,2456,0,23,6037543201,1239
3921,1492,69,0,1434,0,822,8,96,6037480201,300
5512,331,256,0,2586,0,2285,0,54,6037480901,1187
3334,111,0,6,2236,6,975,0,0,6037481300,559
3418,139,178,18,2302,163,600,0,18,6037481603,874
2784,105,6,0,2480,14,127,0,52,6037481714,790
4893,355,25,0,3418,93,989,0,13,6037482301,1754
3765,94,0,9,1881,0,1768,0,13,6037482401,956
6835,456,0,115,4083,0,2084,0,97,6037482600,1074
2399,144,31,0,1146,0,1028,0,50,6037482702,156
6978,3619,20,0,788,40,2286,60,165,6037500201,414
4815,1408,34,10,677,0,2626,0,60,6037500202,98
2904,757,10,0,473,0,1610,0,54,6037500300,224
2849,153,11,0,210,0,2475,0,0,6037500500,437
3485,604,116,0,34,0,2662,34,35,6037501802,1078
6135,239,93,43,179,4,5544,15,18,6037500900,873
3793,278,72,88,93,0,3262,0,0,6037501400,407
2365,720,0,0,227,0,1332,24,62,6037501501,628
4110,891,64,0,72,0,2917,120,46,6037501900,459
4965,448,31,0,190,17,4246,0,33,6037502401,709
4605,1912,16,46,565,0,1883,0,183,6037401202,538
6166,2691,361,36,466,0,2500,19,93,6037401311,944
4284,1297,396,0,546,0,1936,0,109,6037401703,793
3588,486,96,0,130,0,2871,0,5,6037122410,1620
3883,1153,243,0,427,0,2020,9,31,6037123103,958
3853,90,220,0,687,0,2856,0,0,6037120020,1675
4998,479,24,45,1140,0,3310,0,0,6037119900,653
5190,707,52,0,1103,11,3256,25,36,6037120300,853
4459,38,2409,0,11,7,1947,0,47,6037543000,952
3245,397,433,0,1526,0,815,0,74,6037603200,306
2148,551,46,2,128,2,1316,2,101,6037609900,453
4569,3586,1,0,497,0,276,0,209,6037620303,52
6168,616,89,0,939,19,4466,0,39,6037552800,890
3092,603,49,2,313,9,2076,0,40,6037553300,578
4766,165,380,0,138,126,3926,0,31,6037553601,1395
2233,94,75,0,1843,0,221,0,0,6037403407,254
4616,594,1,0,63,0,3802,0,156,6037122120,1007
3959,487,73,0,40,0,3354,0,5,6037123010,1709
4530,2891,409,0,242,20,585,7,376,6037128910,455
4319,261,84,0,281,10,3668,0,15,6037134305,1485
5547,844,137,2,780,37,3648,0,99,6037134710,1434
4597,2673,130,18,723,0,697,190,166,6037135202,405
4406,3499,53,0,449,18,194,10,183,6037137302,322
3958,3129,11,0,368,0,268,56,126,6037139802,383
5992,4009,471,0,454,0,906,11,141,6037141302,457
4422,2846,212,0,348,0,840,0,176,6037143100,412
5708,4408,276,0,338,0,594,0,92,6037143800,127
6779,312,722,0,63,0,5663,0,19,6037402702,3677
4686,435,734,20,353,0,3081,7,56,6037402703,951
449,206,54,0,131,0,58,0,0,6037403200,231
2818,528,79,7,1296,0,904,0,4,6037403303,347
3747,1282,160,0,514,5,1698,0,88,6037403702,189
6130,580,87,0,854,0,4512,42,55,6037119800,697
2701,237,81,0,278,0,2105,0,0,6037120010,644
3739,631,12,0,132,0,2879,0,85,6037122200,748
3232,1717,505,0,53,0,804,30,123,6037273300,1040
3473,960,176,0,114,0,2208,0,15,6029000902,170
2251,1754,73,0,43,19,312,0,50,6037273600,485
4441,3016,574,0,411,0,230,0,210,6037274100,1097
3426,2792,0,32,0,0,457,0,145,6029000102,1364
2572,1702,43,5,46,0,664,26,86,6029000909,178
6676,1014,22,7,84,0,5481,40,28,6029001102,3063
9152,842,1369,0,32,0,6758,0,151,6029002500,4445
